time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
3.2400000000000024,-1.48255931208,3.1071319675,20.5231127512,0.136316868476,0.00846248072009,0.0,-1.18615574772,2.76851898341,5.41956546519,0.0686287923274,-0.0821724360176,0.0,413.2318396588859,413.29578982258784,413.48666817404074,415.6992338066396
3.3000000000000025,-1.5539425289,3.27599072536,20.8517507492,0.140653546813,0.00351187953438,0.0,-1.19277723515,2.86041780317,5.5343366061,0.0787234849895,-0.0831934411228,0.0,474.1931509385009,474.1096349538827,472.2946258495012,473.0763540228603
3.3600000000000025,-1.62562517226,3.4506635988,21.1887707832,0.145113943671,6.28218785644,0.0,-1.1961266048,2.96235139048,5.69866881752,0.0636967565677,-0.0626161294832,0.0,488.89935668051146,490.426347445465,489.7042895008296,488.5887645656554
3.4200000000000026,-1.69742270879,3.63071905482,21.5300429181,0.148687725956,6.27841434599,0.0,-1.19681690025,3.03976650312,5.67706934751,0.0496570420302,-0.0634487813309,0.0,435.1793210556783,435.10664709959616,434.1448768774915,432.9675686238578
3.4800000000000026,-1.76919028605,3.81571983862,21.8716889279,0.152026540439,6.27509482863,0.0,-1.19511890353,3.1271270299,5.71083891898,0.0655243688578,-0.0426788672283,0.0,451.8233021486285,453.49291087282893,450.8309553658047,452.1134542311729
3.5400000000000027,-1.84076300263,4.00667281345,22.2196103179,0.156394359178,6.2731929609,0.0,-1.19040499318,3.23823170298,5.88542872862,0.0843744032356,-0.0157722569848,0.0,494.22238869432226,496.20154968705094,493.9383372386218,495.33019411339774
3.6000000000000028,-1.91205298016,4.20383361786,22.5745072323,0.161640635638,6.27337958182,0.0,-1.18590864683,3.33416843689,5.94393922427,0.0929484991939,0.026197605854,0.0,461.9141226872441,465.21281000739003,461.5395201249554,462.2218592658208
3.660000000000003,-1.98309658493,4.40663876919,22.93164738,0.166994071833,6.27572120052,0.0,-1.1823902818,3.42640289356,5.96040782984,0.0804863967493,0.0568508605611,0.0,450.03519928654003,452.51074396079497,450.74349949702435,449.74149102792114
3.720000000000003,-2.05397397622,4.61509743491,23.2899703917,0.171788600284,6.27912667703,0.0,-1.18049221566,3.52254721563,5.98333050543,0.0787286029668,0.0565715302366,0.0,453.5430307952753,453.52272136458464,453.4748751962328,453.33861020636215
3.780000000000003,-2.12480103312,4.82928484509,23.6489890379,0.177043473933,6.28284560811,0.0,-1.18071489877,3.61738063655,5.9837093464,0.101104199027,0.0710518071303,0.0,446.97282685834864,448.15432277146095,445.7257836486146,447.5572283800447
3.840000000000003,-2.19571045259,5.05011700323,24.0128425432,0.183566748739,0.00399572242704,0.0,-1.18340226701,3.7441320498,6.14348740864,0.120733275518,0.0745634305978,0.0,496.26667118991315,496.5278423881024,494.70275916615725,496.1551934171512
3.900000000000003,-2.26686151192,5.27802777713,24.3826888251,0.191444083219,0.00906407542873,0.0,-1.18874009885,3.85346120495,6.18410728927,0.146743903081,0.0992157723056,0.0,461.8329209338036,463.77905404832836,462.0433179990653,464.104519008646
3.960000000000003,-2.33846642179,5.5132927483,24.7582726679,0.200468456649,0.0152782171969,0.0,-1.19873901294,3.98939831646,6.33396863298,0.156868318647,0.111093415975,0.0,496.888067840049,497.7662570508336,495.9828170617796,496.74459404007
